Crop,State,Season,Area,Cost_of_Cultivation,Cost_of_Production,Annual_Rainfall,Temperature,Yield,Production
Sugarcane,Tamil Nadu,Kharif,88.41,53773.37,38073.67,377.29,18.95,68438.72,6050.67
Soybean,Punjab,Zaid,548.35,39915.81,34460.42,470.05,21.44,1214.56,666.0
Wheat,Gujarat,Zaid,158.55,62333.25,45768.98,1858.94,26.7,3975.99,630.39
Barley,Andhra Pradesh,Zaid,532.39,20893.62,14991.56,1301.76,21.89,3133.72,1668.36
Sugarcane,Andhra Pradesh,Kharif,684.96,61075.63,49612.39,990.01,15.78,61382.7,42044.69
Groundnut,Madhya Pradesh,Zaid,549.59,18886.9,14397.33,1816.98,32.0,2017.72,1108.92
Sunflower,Gujarat,Kharif,429.04,62839.68,46167.47,1964.72,39.0,1777.75,762.73
Groundnut,Rajasthan,Rabi,874.25,29489.35,19510.21,749.21,37.75,1485.8,1298.96
Wheat,Karnataka,Kharif,296.86,43057.62,34459.11,344.64,24.42,3373.49,1001.45
Groundnut,Uttar Pradesh,Rabi,502.65,33627.38,27813.33,1224.62,36.92,1556.61,782.43
Maize,Andhra Pradesh,Rabi,197.19,50341.9,37123.37,1646.89,15.6,2775.01,547.2
Sugarcane,Punjab,Zaid,808.56,23796.74,16261.01,860.69,31.26,70612.52,57094.46
Soybean,Punjab,Rabi,17.82,46620.08,30942.89,654.16,18.13,1424.99,25.39
Maize,Uttar Pradesh,Kharif,428.63,33226.68,29677.16,1767.85,23.08,2339.26,1002.68
Maize,Andhra Pradesh,Zaid,476.97,65625.98,53629.24,1425.31,26.03,2377.44,1133.97
Sunflower,Tamil Nadu,Rabi,586.45,45457.71,32001.87,642.57,35.19,986.54,578.56
Barley,Tamil Nadu,Rabi,772.65,32857.34,27013.85,1765.92,23.63,3125.06,2414.58
Jowar,Punjab,Rabi,659.57,37377.53,25364.12,1965.07,34.93,1935.69,1276.72
Sugarcane,Punjab,Zaid,426.84,25227.44,15976.93,1528.7,21.69,62673.59,26751.6
Soybean,Tamil Nadu,Kharif,236.86,33998.11,28078.33,1021.75,35.93,1502.07,355.78
Cotton,Punjab,Zaid,334.53,43488.07,29047.12,1284.76,29.47,1036.88,346.87
Sunflower,Madhya Pradesh,Rabi,613.58,29989.21,20460.2,493.04,17.85,1196.47,734.13
Jowar,Punjab,Rabi,852.31,48075.22,42703.13,1439.32,19.38,1506.27,1283.81
Rice,Uttar Pradesh,Kharif,156.67,67664.0,56406.16,1552.43,32.26,3008.81,471.39
Soybean,Tamil Nadu,Zaid,215.63,32821.54,24807.47,1630.51,35.96,1834.41,395.55
Jowar,Tamil Nadu,Rabi,628.37,45098.06,30186.51,884.5,30.35,1340.78,842.51
Barley,Tamil Nadu,Rabi,104.79,19133.72,13475.26,1345.09,35.94,3173.72,332.57
Maize,Rajasthan,Zaid,513.64,59527.3,45603.48,1739.31,27.96,2504.76,1286.54
Maize,Uttar Pradesh,Kharif,703.0,48772.4,36729.46,1037.43,29.83,2828.88,1988.7
Jowar,Tamil Nadu,Kharif,53.8,68097.01,58264.02,1852.41,36.18,1816.75,97.74
Sunflower,Madhya Pradesh,Kharif,176.04,51224.24,45724.37,1782.65,36.55,1685.37,296.69
Barley,Haryana,Zaid,352.15,27792.71,21819.1,1165.3,39.79,2819.03,992.72
Jowar,Punjab,Rabi,328.69,19139.97,11905.22,632.93,27.13,952.41,313.05
Maize,Punjab,Zaid,465.89,40664.14,27533.76,1745.36,23.89,2665.0,1241.6
Cotton,Tamil Nadu,Kharif,473.36,68273.76,56772.56,1826.99,23.34,1203.23,569.56
Sunflower,Maharashtra,Rabi,936.01,20228.58,16227.51,526.77,37.0,1046.69,979.71
Soybean,Punjab,Zaid,970.09,51732.31,43122.29,1619.44,28.38,1808.65,1754.55
Rice,Tamil Nadu,Rabi,571.8,67620.02,46647.0,1983.4,30.82,2973.13,1700.04
Sugarcane,Maharashtra,Kharif,371.73,17166.46,12170.57,1338.09,17.98,55590.62,20664.7
Groundnut,Rajasthan,Rabi,837.84,67840.71,41536.57,432.65,37.12,1333.44,1117.21
Sunflower,Andhra Pradesh,Zaid,216.38,55075.33,43714.01,1975.77,20.35,1883.69,407.59
Jowar,Tamil Nadu,Kharif,339.31,35882.38,31087.44,987.13,30.62,1352.32,458.86
Sunflower,Rajasthan,Zaid,491.32,47954.66,30149.12,950.96,38.61,1304.33,640.84
Groundnut,Haryana,Zaid,505.36,67727.99,44139.61,1523.43,30.36,1692.61,855.38
Cotton,Karnataka,Zaid,399.7,40323.48,35165.8,1819.78,39.15,1339.77,535.51
Cotton,Haryana,Rabi,587.57,26053.57,21807.42,1632.3,17.82,1218.68,716.06
Wheat,Tamil Nadu,Kharif,342.93,20806.66,13659.66,1150.84,34.83,3641.24,1248.69
Barley,Madhya Pradesh,Kharif,845.94,66995.15,57576.58,414.02,31.26,2438.94,2063.2
Barley,Rajasthan,Rabi,537.35,26636.5,22463.81,1615.18,18.63,3205.09,1722.26
Sunflower,Rajasthan,Rabi,431.98,28860.31,20142.82,432.3,27.43,1088.12,470.05
Barley,Madhya Pradesh,Zaid,50.62,36813.48,26174.42,784.16,37.79,2629.04,133.08
Jowar,Maharashtra,Zaid,693.43,49370.39,29840.31,1571.69,17.29,1670.67,1158.49
Sunflower,Punjab,Kharif,824.07,63334.05,50956.16,1219.82,39.02,1234.89,1017.64
Rice,Gujarat,Rabi,871.34,60511.45,42844.24,1320.21,18.91,2398.62,2090.01
Rice,Uttar Pradesh,Zaid,411.52,29783.84,26793.83,421.91,16.09,2396.25,986.1
Cotton,Uttar Pradesh,Zaid,120.84,21753.44,16741.25,759.16,24.81,731.94,88.45
Wheat,Punjab,Kharif,690.69,45057.78,36509.91,1890.67,31.64,3840.08,2652.3
Groundnut,Punjab,Rabi,459.04,47648.38,32410.59,1398.06,39.65,1613.07,740.46
Sunflower,Madhya Pradesh,Rabi,304.25,29587.51,18900.92,1168.72,18.84,1461.11,444.54
Barley,Rajasthan,Kharif,826.36,17338.85,12586.69,1083.78,34.78,3504.87,2896.28
Wheat,Maharashtra,Rabi,86.3,55145.36,47498.98,1949.11,38.16,3597.52,310.47
Sunflower,Tamil Nadu,Zaid,296.29,28464.49,18937.42,532.38,28.78,1250.02,370.37
Wheat,Gujarat,Zaid,546.27,37051.63,27019.72,397.64,26.37,3473.39,1897.41
Wheat,Andhra Pradesh,Rabi,383.89,15864.41,11697.63,343.07,29.26,3624.65,1391.47
Cotton,Haryana,Zaid,516.47,53483.85,33597.97,1355.83,37.92,1022.06,527.86
Barley,Maharashtra,Kharif,542.33,57102.42,48652.58,1671.42,15.41,3248.9,1761.98
Groundnut,Andhra Pradesh,Rabi,665.57,67610.19,44652.06,1768.73,23.03,1820.36,1211.58
Cotton,Gujarat,Zaid,516.58,58606.45,42770.56,1095.74,39.66,965.98,499.01
Groundnut,Uttar Pradesh,Zaid,404.32,15889.32,12353.96,321.52,15.03,1165.68,471.31
Soybean,Gujarat,Kharif,653.44,17953.35,12460.01,554.03,29.5,1478.82,966.32
Sugarcane,Maharashtra,Kharif,79.14,38438.34,33970.01,670.14,21.42,71211.05,5635.64
Cotton,Karnataka,Kharif,470.29,16079.77,13186.5,1010.09,28.13,966.48,454.53
Cotton,Gujarat,Kharif,881.38,47230.9,39370.75,722.8,31.95,653.14,575.66
Maize,Uttar Pradesh,Rabi,779.21,54863.41,33897.79,1288.56,18.25,2190.77,1707.07
Sunflower,Uttar Pradesh,Rabi,101.53,59105.62,51689.23,1586.21,35.56,1669.12,169.47
Maize,Uttar Pradesh,Kharif,208.92,57078.49,50478.8,1518.62,37.04,2389.63,499.24
Jowar,Haryana,Rabi,495.47,30134.57,22363.03,1618.01,35.04,1848.59,915.92
Rice,Madhya Pradesh,Zaid,476.15,40891.81,29300.13,1695.15,26.28,3156.71,1503.07
Groundnut,Maharashtra,Zaid,270.37,16924.04,11479.92,773.8,37.73,1580.34,427.28
Sunflower,Tamil Nadu,Kharif,135.81,23562.19,18593.55,1550.2,36.49,1531.62,208.01
Barley,Tamil Nadu,Kharif,599.49,19336.7,13266.35,847.45,29.07,2596.81,1556.76
Sugarcane,Maharashtra,Zaid,718.93,26843.18,21919.41,1678.13,25.3,62020.11,44588.12
Wheat,Maharashtra,Kharif,52.51,28252.78,22749.74,444.94,21.12,3727.05,195.71
Sunflower,Rajasthan,Kharif,48.16,18361.76,16205.4,1744.78,36.12,1736.57,83.63
Sugarcane,Haryana,Zaid,719.0,63181.81,46156.04,1210.15,38.29,70747.51,50867.46
Groundnut,Punjab,Kharif,321.59,20666.06,12844.83,460.27,29.57,1371.03,440.91
Maize,Tamil Nadu,Rabi,883.22,24187.21,16128.89,517.69,26.01,2129.03,1880.4
Groundnut,Punjab,Rabi,639.8,24510.74,19726.91,1026.25,29.79,1677.41,1073.21
Barley,Gujarat,Rabi,118.84,28786.08,18478.42,963.29,22.1,3240.85,385.14
Maize,Gujarat,Zaid,752.18,17513.77,11569.69,1646.34,33.57,2659.36,2000.32
Groundnut,Andhra Pradesh,Rabi,436.9,20083.16,17568.45,1623.44,16.41,1967.49,859.6
Jowar,Gujarat,Kharif,85.13,64706.02,56432.4,1487.0,38.15,1607.55,136.85
Jowar,Haryana,Zaid,391.64,45778.83,36873.98,1938.42,38.27,1868.86,731.92
Maize,Haryana,Zaid,588.85,65774.68,54226.41,1432.93,29.57,2311.98,1361.41
Rice,Rajasthan,Rabi,91.76,56250.83,36714.05,932.22,15.71,2542.06,233.26
Rice,Maharashtra,Zaid,54.88,51116.13,43505.06,934.64,36.86,2420.58,132.84
Sugarcane,Uttar Pradesh,Kharif,420.16,48730.58,40373.41,1227.7,30.69,58507.34,24582.44
Rice,Andhra Pradesh,Kharif,162.01,60263.93,46763.41,1342.17,35.51,2511.39,406.87
Wheat,Tamil Nadu,Rabi,924.47,56927.53,42377.24,1456.1,37.43,3541.4,3273.92
Sugarcane,Andhra Pradesh,Kharif,542.93,58945.57,36008.46,1972.83,26.37,56929.34,30908.65
Rice,Tamil Nadu,Kharif,600.87,42018.13,27662.21,1574.98,21.89,2697.98,1621.14
Soybean,Maharashtra,Zaid,244.58,38688.79,28707.23,1565.18,34.13,1839.13,449.81
Groundnut,Tamil Nadu,Zaid,596.86,30804.45,23958.04,806.24,16.39,1405.32,838.78
Cotton,Uttar Pradesh,Zaid,792.35,67878.72,49421.81,1171.56,18.67,848.74,672.5
Sugarcane,Gujarat,Zaid,196.1,57051.0,34632.85,938.35,17.77,66418.76,13024.72
Soybean,Uttar Pradesh,Rabi,625.54,38316.55,29388.3,662.46,32.2,1349.0,843.85
Jowar,Punjab,Zaid,891.92,68414.59,57187.01,1222.71,38.92,1478.02,1318.28
Soybean,Karnataka,Zaid,84.36,43415.94,28980.9,998.32,36.92,1285.71,108.46
Groundnut,Andhra Pradesh,Zaid,117.71,50952.55,43580.28,1883.73,39.31,2080.99,244.95
Jowar,Uttar Pradesh,Zaid,521.66,57844.37,40608.64,603.8,29.62,1254.24,654.29
Barley,Gujarat,Kharif,171.7,68103.47,51628.49,1241.05,37.68,3115.89,535.0
Rice,Haryana,Rabi,296.45,42586.83,36623.93,1651.04,39.07,2906.07,861.5
Barley,Haryana,Rabi,783.73,51295.84,38743.46,584.52,39.46,2520.56,1975.44
Wheat,Maharashtra,Rabi,871.94,36737.41,25716.89,875.51,19.92,3383.15,2949.9
Barley,Madhya Pradesh,Rabi,813.21,58247.03,50502.02,1239.67,39.19,3021.87,2457.41
Jowar,Rajasthan,Kharif,849.62,42490.22,30434.47,1342.22,16.4,1639.93,1393.32
Groundnut,Karnataka,Rabi,918.15,28668.25,22475.12,980.67,15.3,1635.28,1501.43
Sugarcane,Madhya Pradesh,Kharif,452.38,59961.45,45577.67,875.42,31.45,68307.75,30901.06
Groundnut,Rajasthan,Kharif,901.51,53798.8,45143.81,1458.85,20.16,2028.86,1829.04
Barley,Uttar Pradesh,Kharif,695.66,46628.39,30624.82,1325.69,15.78,2883.98,2006.27
Rice,Andhra Pradesh,Rabi,120.38,54924.15,42341.9,1207.36,26.31,2534.83,305.14
Cotton,Madhya Pradesh,Kharif,199.86,18342.31,12310.34,1024.37,33.26,865.54,172.99
Rice,Gujarat,Rabi,868.21,22099.99,17456.33,1524.13,19.02,3056.78,2653.93
Cotton,Gujarat,Zaid,293.62,65663.72,42781.18,410.96,26.09,558.26,163.92
Barley,Maharashtra,Zaid,908.74,43512.41,27085.74,487.47,24.59,2490.98,2263.65
Wheat,Uttar Pradesh,Rabi,867.69,35155.12,21548.83,1956.34,15.43,3961.91,3437.71
Jowar,Rajasthan,Rabi,980.55,68109.41,44154.04,608.12,29.14,1165.84,1143.16
Cotton,Uttar Pradesh,Rabi,181.46,67745.39,53628.73,1739.98,28.5,1200.05,217.76
Jowar,Haryana,Zaid,560.18,49726.43,33447.47,1035.38,21.38,1362.34,763.16
Jowar,Haryana,Zaid,255.13,31771.41,22494.78,1014.91,17.47,1403.71,358.13
Cotton,Maharashtra,Rabi,634.62,60522.37,44078.92,1389.9,38.84,1011.7,642.05
Sunflower,Madhya Pradesh,Kharif,911.84,24616.16,20931.78,555.37,31.47,959.66,875.06
Groundnut,Rajasthan,Zaid,586.96,30101.5,18354.22,1695.45,21.89,2073.22,1216.9
Jowar,Maharashtra,Kharif,361.96,48075.69,37643.0,1252.8,37.87,1392.19,503.92
Barley,Punjab,Rabi,544.46,67280.27,52991.24,1688.85,31.34,3512.98,1912.68
Sunflower,Maharashtra,Zaid,273.29,24331.36,18131.66,1493.17,20.68,1484.58,405.72
Sugarcane,Uttar Pradesh,Kharif,128.45,56535.3,37559.91,1961.56,16.3,63240.26,8123.21
Sugarcane,Haryana,Rabi,824.29,57142.25,40713.72,1261.45,35.89,64672.3,53308.73
Sunflower,Punjab,Rabi,522.31,33199.97,25322.74,1929.96,20.15,1764.42,921.57
Soybean,Rajasthan,Zaid,66.88,45350.55,28638.04,337.99,19.29,1371.68,91.74
Soybean,Karnataka,Rabi,376.95,46565.29,28318.78,747.48,32.76,1442.28,543.67
Sugarcane,Tamil Nadu,Zaid,4.78,63699.13,39490.1,1920.18,22.05,60799.94,290.62
Sugarcane,Haryana,Rabi,610.94,54371.75,45051.94,746.78,16.13,63810.81,38984.58
Cotton,Punjab,Zaid,83.38,20619.48,15280.46,1201.37,21.6,1071.04,89.3
Groundnut,Madhya Pradesh,Zaid,206.0,44933.83,37802.13,1212.92,37.7,1831.9,377.37
Wheat,Rajasthan,Kharif,561.97,51319.43,43622.65,1533.95,34.76,3514.09,1974.81
Maize,Uttar Pradesh,Zaid,297.65,40879.78,25671.04,378.08,17.79,1804.21,537.02
Jowar,Karnataka,Kharif,67.57,38189.08,27431.34,1977.03,25.78,1768.47,119.5
Groundnut,Punjab,Kharif,316.85,68147.52,44018.58,1562.42,23.91,1674.16,530.46
Rice,Maharashtra,Rabi,306.76,42547.57,28486.03,1221.18,20.49,2884.06,884.71
Sugarcane,Rajasthan,Zaid,170.65,25437.0,22332.42,354.77,26.56,66865.61,11410.62
Sugarcane,Gujarat,Zaid,940.68,56884.79,46012.35,706.18,17.96,55541.95,52247.2
Sunflower,Uttar Pradesh,Rabi,109.88,29875.8,18343.47,1034.99,35.69,1290.18,141.76
Barley,Rajasthan,Rabi,932.53,28031.03,22651.61,1957.67,39.06,3241.09,3022.41
Rice,Haryana,Kharif,674.4,33484.31,21796.05,1287.29,27.09,2727.02,1839.1
Sugarcane,Madhya Pradesh,Zaid,338.97,31141.32,20660.43,751.77,17.37,63396.08,21489.37
Sugarcane,Gujarat,Rabi,325.81,51753.04,42182.1,1288.02,38.97,64906.85,21147.3
Maize,Rajasthan,Rabi,862.34,24234.1,16916.52,593.17,30.03,2049.33,1767.22
Jowar,Haryana,Kharif,901.52,24594.56,17360.4,938.36,26.18,1479.52,1333.82
Sugarcane,Madhya Pradesh,Kharif,404.81,31033.26,20802.27,1205.28,17.86,58469.27,23668.95
Rice,Andhra Pradesh,Zaid,838.21,32223.86,24845.59,1402.32,31.95,2686.18,2251.58
Rice,Tamil Nadu,Rabi,704.19,24745.66,18294.0,334.06,18.52,2567.99,1808.35
Cotton,Maharashtra,Kharif,500.34,20681.53,13635.22,1115.37,37.19,1003.35,502.02
Barley,Rajasthan,Kharif,673.93,66024.17,46498.0,859.5,29.29,2875.42,1937.83
Sunflower,Tamil Nadu,Zaid,679.67,50853.7,31102.11,611.81,37.34,992.3,674.44
Sunflower,Gujarat,Rabi,306.5,28624.1,20474.53,394.08,35.25,878.75,269.34
Rice,Maharashtra,Rabi,667.14,39588.39,34846.41,1752.17,17.56,3102.62,2069.88
Barley,Maharashtra,Kharif,997.38,62995.02,43416.36,737.6,24.54,2331.36,2325.25
Sugarcane,Madhya Pradesh,Kharif,737.67,15143.41,11940.15,1300.43,28.43,56116.21,41395.24
Wheat,Gujarat,Rabi,857.17,27794.73,23397.46,604.83,35.33,3293.03,2822.69
Wheat,Haryana,Rabi,79.93,42174.44,29866.9,1783.17,36.92,4051.46,323.83
Jowar,Karnataka,Rabi,64.29,33169.67,22201.86,1811.29,16.37,1807.75,116.22
Wheat,Madhya Pradesh,Zaid,730.6,37587.19,25705.82,1336.53,32.17,3293.63,2406.33
Rice,Rajasthan,Kharif,694.22,57224.05,49708.9,902.73,38.79,2803.34,1946.13
Rice,Punjab,Kharif,917.34,40269.13,25099.74,1931.54,36.97,3212.36,2946.83
Maize,Karnataka,Zaid,285.38,55179.27,37689.32,1514.95,24.6,2541.82,725.38
Jowar,Gujarat,Rabi,108.35,66429.21,45656.86,1185.06,24.78,1447.6,156.85
Rice,Madhya Pradesh,Rabi,295.6,57300.15,41151.82,1540.17,20.18,2998.67,886.41
Wheat,Rajasthan,Rabi,188.8,58148.06,45288.55,1818.68,19.3,4307.56,813.27
Wheat,Andhra Pradesh,Rabi,19.72,21171.08,18994.05,776.67,39.39,3295.51,64.99
Cotton,Madhya Pradesh,Kharif,208.78,39509.14,24321.75,810.62,28.18,726.37,151.65
Barley,Andhra Pradesh,Rabi,471.52,16472.38,10337.76,1466.08,25.72,3198.6,1508.2
Maize,Haryana,Rabi,94.18,57951.32,52008.55,1203.04,32.07,2639.44,248.58
Groundnut,Uttar Pradesh,Kharif,856.17,24208.26,16453.4,1057.24,32.81,1758.6,1505.66
Wheat,Madhya Pradesh,Kharif,927.37,53653.69,36138.24,1159.63,15.81,3513.74,3258.54
Wheat,Haryana,Rabi,930.18,52800.21,36756.07,637.85,36.37,3173.69,2952.1
Soybean,Gujarat,Zaid,124.63,66596.51,59262.64,1955.46,15.98,1899.78,236.77
Maize,Rajasthan,Rabi,942.46,51901.64,42059.48,507.83,36.86,2116.61,1994.82
Barley,Maharashtra,Kharif,393.98,31651.55,23365.15,727.99,24.37,2603.58,1025.76
Cotton,Tamil Nadu,Zaid,304.53,40795.79,35171.92,389.54,37.23,593.99,180.89
Cotton,Andhra Pradesh,Kharif,859.43,20586.47,14495.11,1215.03,35.28,967.88,831.83
Groundnut,Gujarat,Zaid,399.94,25390.26,21015.41,454.53,27.87,1354.57,541.75
Groundnut,Karnataka,Rabi,484.16,59773.02,52968.97,691.53,21.33,1359.67,658.3
Groundnut,Rajasthan,Zaid,612.46,30707.32,24445.14,1414.46,29.81,2047.87,1254.24
Wheat,Maharashtra,Rabi,971.84,34741.41,25068.74,1839.48,18.99,3574.27,3473.62
Soybean,Tamil Nadu,Zaid,422.29,65621.44,56680.88,1076.72,25.27,1334.38,563.5
Jowar,Uttar Pradesh,Kharif,187.11,25912.04,19219.95,1135.74,15.46,1498.03,280.3
Cotton,Uttar Pradesh,Rabi,228.8,38265.79,29357.65,1810.61,23.15,1277.31,292.25
Rice,Maharashtra,Kharif,374.99,28882.53,18319.32,539.53,36.34,2166.99,812.6
Sugarcane,Tamil Nadu,Rabi,454.21,37436.45,28046.4,368.75,37.32,73265.34,33277.85
Sugarcane,Rajasthan,Zaid,613.05,52855.66,39843.7,1108.61,31.13,73583.53,45110.38
Sugarcane,Haryana,Rabi,719.34,50354.19,38063.88,1459.05,26.24,79023.29,56844.61
Sugarcane,Madhya Pradesh,Kharif,723.5,35992.86,25041.31,1749.82,20.5,74662.74,54018.49
Groundnut,Maharashtra,Rabi,210.97,43519.23,33142.19,732.51,16.81,1580.91,333.52
Soybean,Andhra Pradesh,Kharif,90.44,30760.11,27428.11,1249.48,24.33,1751.62,158.42
Barley,Uttar Pradesh,Rabi,482.08,53361.01,32852.94,1208.22,22.53,2710.54,1306.7
Sunflower,Madhya Pradesh,Rabi,863.2,39668.91,28127.91,1991.07,29.28,1679.66,1449.88
Wheat,Tamil Nadu,Rabi,292.08,27455.56,17536.99,1908.2,32.8,3997.89,1167.7
Soybean,Madhya Pradesh,Zaid,266.42,63967.28,57171.88,1140.27,38.42,1729.79,460.85
Sugarcane,Gujarat,Kharif,228.47,32435.76,21538.82,1839.98,37.48,63987.77,14619.29
Sugarcane,Maharashtra,Kharif,954.18,69475.62,58519.17,619.91,20.3,71860.1,68567.47
Sunflower,Gujarat,Kharif,558.69,28761.25,19036.71,531.11,25.62,1086.21,606.85
Sunflower,Haryana,Zaid,272.61,19447.84,15500.84,1411.47,17.37,1472.36,401.38
Jowar,Tamil Nadu,Kharif,730.21,26710.45,16657.56,770.73,21.22,1216.35,888.19
Wheat,Punjab,Zaid,184.36,40554.49,24498.86,1118.86,16.4,3393.39,625.61
Rice,Gujarat,Rabi,490.37,19762.3,15369.81,1589.9,19.77,3241.14,1589.36
Jowar,Uttar Pradesh,Kharif,879.38,66572.52,48042.48,1266.91,34.77,1477.09,1298.92
Wheat,Uttar Pradesh,Zaid,216.08,29060.31,20025.64,1606.51,25.69,4007.97,866.04
Rice,Karnataka,Zaid,52.39,61050.47,53811.21,1989.27,18.13,3202.08,167.76
Wheat,Maharashtra,Rabi,908.7,59468.23,51642.23,319.77,39.15,3583.27,3256.12
Jowar,Karnataka,Zaid,528.15,30017.14,26191.41,1089.71,25.6,1422.79,751.45
Barley,Tamil Nadu,Rabi,259.37,41858.6,33311.35,506.22,19.39,2942.07,763.08
Sunflower,Haryana,Zaid,74.58,16910.82,12524.49,977.72,18.42,1209.84,90.23
Barley,Punjab,Rabi,395.95,49350.72,43867.5,1713.61,26.59,3015.05,1193.81
Maize,Punjab,Rabi,161.58,38445.45,24578.34,1488.27,26.41,2743.38,443.28
Maize,Gujarat,Zaid,140.2,47087.85,42167.31,463.63,22.14,2151.36,301.62
Maize,Karnataka,Zaid,913.78,60809.59,41117.21,863.2,27.51,2522.42,2304.94
Jowar,Rajasthan,Zaid,618.23,40303.64,33642.76,825.74,31.08,1259.33,778.56
Cotton,Maharashtra,Kharif,907.29,29518.17,20199.08,1002.02,18.49,934.41,847.78
Groundnut,Andhra Pradesh,Kharif,711.6,23119.98,17035.27,365.6,15.44,1144.71,814.58
Barley,Maharashtra,Rabi,760.8,17653.43,12560.18,764.14,24.65,2653.77,2018.99
Barley,Haryana,Kharif,720.52,53605.1,39414.93,1187.87,27.91,2827.13,2037.0
Rice,Tamil Nadu,Kharif,580.43,63845.94,47377.64,1569.16,35.12,2880.04,1671.66
Cotton,Karnataka,Kharif,447.11,24521.9,15064.87,718.98,18.58,701.38,313.59
Cotton,Tamil Nadu,Rabi,358.41,64182.54,39861.14,1966.55,30.41,1315.77,471.59
Maize,Madhya Pradesh,Zaid,619.89,30726.02,26890.38,1627.69,21.08,2722.73,1687.79
Cotton,Haryana,Rabi,23.39,67743.2,47645.99,622.62,36.27,646.79,15.13
Maize,Punjab,Kharif,715.33,19113.08,16726.86,1560.62,23.39,2763.62,1976.9
Rice,Maharashtra,Kharif,974.75,47148.68,34598.23,678.72,31.34,1945.29,1896.17
Groundnut,Karnataka,Kharif,27.47,64451.72,45208.5,1565.08,34.0,1716.11,47.14
Rice,Rajasthan,Zaid,842.8,29217.84,20026.18,1931.89,24.48,3468.56,2923.3
Maize,Andhra Pradesh,Zaid,133.0,51285.05,39619.76,352.53,20.04,2015.67,268.08
Maize,Maharashtra,Kharif,553.41,26632.55,18272.62,1847.8,27.57,2839.08,1571.18
Maize,Haryana,Zaid,202.07,19091.76,11574.8,1917.6,33.12,2944.48,594.99
Groundnut,Gujarat,Rabi,104.47,46554.74,35981.04,1918.8,26.06,2092.38,218.59
Wheat,Tamil Nadu,Kharif,177.17,47563.54,36245.08,1139.64,27.84,3532.77,625.9
Rice,Rajasthan,Zaid,488.94,19263.47,12660.57,845.65,25.48,2310.57,1129.73
Barley,Karnataka,Zaid,159.59,15829.84,11631.31,1034.57,28.8,2990.37,477.23
Maize,Maharashtra,Kharif,110.86,49901.38,40007.03,1455.79,21.63,2724.29,302.01
Sunflower,Punjab,Kharif,199.99,16117.08,12388.29,1090.97,31.42,1430.13,286.01
Jowar,Haryana,Kharif,449.8,45239.29,39311.78,809.85,19.55,1245.99,560.45
Soybean,Punjab,Rabi,528.08,30139.18,25900.01,1332.45,15.01,1641.98,867.1
Barley,Uttar Pradesh,Zaid,630.45,39313.34,31002.13,549.53,39.25,2847.22,1795.03
Jowar,Rajasthan,Rabi,747.89,30488.03,18474.65,1220.08,38.92,1370.32,1024.85
Sunflower,Uttar Pradesh,Zaid,562.92,68603.51,55339.7,1821.56,32.48,1507.53,848.62
Wheat,Maharashtra,Rabi,783.09,31318.85,24078.9,723.9,35.42,3018.9,2364.07
Groundnut,Tamil Nadu,Kharif,44.77,56235.85,34946.47,1094.4,19.39,1683.05,75.35
Rice,Uttar Pradesh,Kharif,515.73,22336.15,19964.47,738.2,26.47,2517.34,1298.27
Groundnut,Punjab,Rabi,415.12,38844.87,28751.12,1498.2,22.72,1690.84,701.9
Groundnut,Tamil Nadu,Zaid,349.75,53785.39,40941.83,1097.72,27.78,1811.33,633.51
Cotton,Rajasthan,Kharif,926.57,15539.45,10477.75,476.79,34.24,711.65,659.39
Jowar,Gujarat,Zaid,832.47,51728.71,41369.24,1490.27,31.84,1740.13,1448.61
Wheat,Punjab,Rabi,472.97,32088.69,27632.26,589.74,23.81,3031.04,1433.59
Soybean,Maharashtra,Zaid,673.11,59901.87,52694.5,1789.7,22.98,1792.27,1206.39
Barley,Andhra Pradesh,Zaid,978.95,35079.49,25867.87,1579.01,34.82,3156.25,3089.81
Sunflower,Andhra Pradesh,Kharif,867.49,16001.29,10217.95,1143.37,26.52,1393.45,1208.8
Rice,Maharashtra,Rabi,234.0,44831.67,29887.58,549.77,29.33,2442.62,571.57
Groundnut,Andhra Pradesh,Zaid,813.36,50349.44,37127.9,1769.95,38.15,1950.05,1586.09
Groundnut,Uttar Pradesh,Zaid,628.82,62176.74,47581.91,998.21,35.96,1689.65,1062.49
Soybean,Uttar Pradesh,Rabi,522.05,44668.89,33739.4,314.92,15.04,1064.22,555.58
Wheat,Tamil Nadu,Zaid,762.37,47049.81,30335.99,1723.98,37.08,4071.21,3103.77
Soybean,Andhra Pradesh,Zaid,947.63,63524.83,42772.19,462.51,26.02,1097.87,1040.37
Jowar,Gujarat,Rabi,890.61,38626.16,29361.02,1923.99,22.49,1884.65,1678.49
Sugarcane,Tamil Nadu,Rabi,152.09,19508.28,14230.99,1708.15,26.84,69299.12,10539.7
Soybean,Andhra Pradesh,Zaid,358.94,40026.79,24351.96,956.0,34.26,1582.47,568.01
Soybean,Punjab,Kharif,692.33,42843.16,32625.01,1562.47,21.18,1972.2,1365.41
Rice,Andhra Pradesh,Kharif,245.61,57241.78,34562.17,669.32,16.63,2524.65,620.08
Maize,Rajasthan,Kharif,4.98,42567.8,34541.68,564.18,31.24,2624.02,13.07
Sunflower,Madhya Pradesh,Rabi,204.84,28128.54,18788.91,971.75,31.34,1299.33,266.15
Sunflower,Andhra Pradesh,Zaid,690.53,66398.5,54060.5,362.55,24.45,1042.83,720.11
